Keywords,Event ID,Title,Organizer,Start (PT),Address,Description,URL,Fee
"career, fair, professional",146584232385,LA Career Fair: Exclusive Tech Hiring Event,Tech Career Fair,2025-07-25 09:00,"Online, Los Angeles, CA, 90012, US",Tech Career Fair focus on helping companies achieve their diversity and inclusivity initiative with more diverse non-traditional candidates,https://www.eventbrite.com/e/la-career-fair-exclusive-tech-hiring-event-tickets-146584232385,free
"career, professional",1302803643769,"Project Management Techniques Training Course in Poway, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Cypress, CA, 90630, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-poway-ca-tickets-1302803643769,"(USD 899.00, USD 499.00)"
"career, professional",1318414847299,"Project Management Techniques Training Bootcamp in West Covina, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, West Covina, CA, 91723, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-bootcamp-in-west-covina-ca-tickets-1318414847299,"(USD 899.00, USD 499.00)"
leaders,1389154200609,"EXIN BCS Machine Learning Award 1 Day Training in Los Angeles, CA",Mangates,2025-07-25 09:00,"811 West 7th Street, +1 469 666 9332, Los Angeles, CA, 90017, US","A 1-day workshop covering machine learning fundamentals, algorithms, tools, and real-world applications for IT pros, analysts, and leaders.",https://www.eventbrite.sg/e/exin-bcs-machine-learning-award-1-day-training-in-los-angeles-ca-tickets-1389154200609,"(USD 695.00, USD 795.00)"
fair,1369747213789,Movie Night & Resource Fair!  * ¡Noche de Película y Feria de Recursos!,Health Education Center,2025-07-25 18:00,"1800 Medical Center Drive, San Bernardino, CA, 92411, US","Join us for Moana 2, food, games & a resource fair on July 25! Learn about safety, CPR & more! Free & fun for all ages!",https://www.eventbrite.com/e/movie-night-resource-fair-noche-de-pelicula-y-feria-de-recursos-tickets-1369747213789,free
"career, professional",1303916853409,"Project Management Techniques Training Course in Home Gardens, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Home Gardens, CA, 92503, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-home-gardens-ca-tickets-1303916853409,"(USD 899.00, USD 499.00)"
"career, professional",1302946761839,"Project Management Techniques Training in Mira Loma, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Mira Loma, CA, 91752, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-in-mira-loma-ca-tickets-1302946761839,"(USD 899.00, USD 499.00)"
"career, professional",1318396562609,"Project Management Techniques Certification Training in Ontario, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Ontario, CA, 91710, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-certification-training-in-ontario-ca-tickets-1318396562609,"(USD 899.00, USD 499.00)"
"career, professional",1303870243999,"Project Management Techniques Training in East Rancho Dominguez, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, East Rancho Dominguez, CA, 90221, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-in-east-rancho-dominguez-ca-tickets-1303870243999,"(USD 899.00, USD 499.00)"
"career, professional",1303009128379,"Project Management Techniques Certification in Agoura Hills, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Agoura Hills, CA, 91301, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-certification-in-agoura-hills-ca-tickets-1303009128379,"(USD 899.00, USD 499.00)"
"career, professional",1318390384129,"Project Management Techniques Training Course in Oxnard Shores, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Oxnard Shores, CA, 93035, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-oxnard-shores-ca-tickets-1318390384129,"(USD 899.00, USD 499.00)"
"career, professional",1318379722239,"Project Management Techniques Training Course in Chula Vista, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Chula Vista, CA, 91902, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-chula-vista-ca-tickets-1318379722239,"(USD 899.00, USD 499.00)"
"career, professional",1302808267599,"Project Management Techniques Training Course in Altadena, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Altadena, CA, 91001, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-altadena-ca-tickets-1302808267599,"(USD 899.00, USD 499.00)"
"career, professional",1318415549399,"Boost Your Project Management Techniques Training in Norwalk, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Norwalk, CA, 90650, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/boost-your-project-management-techniques-training-in-norwalk-ca-tickets-1318415549399,"(USD 899.00, USD 499.00)"
"career, professional",1303917174369,"Project Management Techniques Training in Los Alamitos, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Los Alamitos, CA, 90720, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-in-los-alamitos-ca-tickets-1303917174369,"(USD 899.00, USD 499.00)"
"career, professional",1318394817389,"Project Management Techniques Certification Training in Hollywood, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Hollywood, CA, 90027, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-certification-training-in-hollywood-ca-tickets-1318394817389,"(USD 899.00, USD 499.00)"
"career, professional",1303938819109,"Project Management Techniques Certification in Canyon Lake, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Canyon Lake, CA, 92587, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-certification-in-canyon-lake-ca-tickets-1303938819109,"(USD 899.00, USD 499.00)"
"career, professional",1302803834339,"Project Management Techniques Training Course in Poway, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, Cypress, CA, 90630, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-poway-ca-tickets-1302803834339,"(USD 899.00, USD 499.00)"
"career, professional",1318415037869,"Project Management Techniques Training Bootcamp in West Covina, CA",Shine BrightX has helped more than 75K individuals,2025-07-26 09:00,"Regus, West Covina, CA, 91723, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-bootcamp-in-west-covina-ca-tickets-1318415037869,"(USD 899.00, USD 499.00)"
professional,1425503562529,Black Women Invest Los Angeles Meetup,"Black Women Invest, LLC",2025-07-26 10:00,"3545 Wilshire Boulevard, Los Angeles, CA, 90010, US",Join us at our next Black Women Invest Los Angeles meetup!,https://www.eventbrite.com/e/black-women-invest-los-angeles-meetup-tickets-1425503562529,USD 49.00
professional,1340559943879,The LUV Her  Summit,"RJ Jackson, Growth Speaker The CURE for Women",2025-07-26 11:00,"8437 Sierra Avenue, Fontana, CA, 92335, US","A soul-powered sanctuary  for the purpose-driven woman who is shifting, building, healing and ready to ready to say Yes to her next level!",https://www.eventbrite.com/e/the-luv-her-summit-tickets-1340559943879,"(USD 17.97, USD 21.99, free, USD 160.00, USD 15.00)"
"career, professional",1395400222629,"CISA Preparation Training by Experts in Los Angeles, CA",North America's Largest Training and Certification Provider,2025-07-27 16:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person CISA exam prep course with official course materials, certified instructors and confirmed classes.",https://www.eventbrite.com/e/cisa-preparation-training-by-experts-in-los-angeles-ca-tickets-1395400222629,USD 2499.00
"career, professional",1400381100569,PMP Pass Guarantee In-Person Training in Los Angeles,North America's Largest Training and Certification Provider,2025-07-28 02:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person PMP exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/pmp-pass-guarantee-in-person-training-in-los-angeles-tickets-1400381100569,USD 1799.00
"career, professional",1375066714559,Six Sigma Black Belt Course with Exam Voucher Training in Los Angeles,North America's Largest Training and Certification Provider,2025-07-28 02:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person Lean Six Sigma Black Belt exam prep course with pass guarantee, certified instructors and exam voucher.",https://www.eventbrite.com/e/six-sigma-black-belt-course-with-exam-voucher-training-in-los-angeles-tickets-1375066714559,USD 1999.00
"career, professional",1407755296989,CAPM Pass Guarantee In-Person Training in Los Angeles,North America's Largest Training and Certification Provider,2025-07-28 02:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US","Guarantee to run in-person CAPM exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/capm-pass-guarantee-in-person-training-in-los-angeles-tickets-1407755296989,USD 1799.00
"career, professional",1400385062419,PMP Pass Guarantee In-Person Training in San Diego,North America's Largest Training and Certification Provider,2025-07-28 02:00,"501 W Broadway Suite 800, San Diego, CA, 92101, US","Guarantee to run in-person PMP exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/pmp-pass-guarantee-in-person-training-in-san-diego-tickets-1400385062419,USD 1799.00
"career, professional",1375066704529,Six Sigma Black Belt Course with Exam Voucher Training in Irvine,North America's Largest Training and Certification Provider,2025-07-28 02:00,"300 Spectrum Center Dr Suite 400, Irvine, CA, 92614, US","Guarantee to run in-person Lean Six Sigma Black Belt exam prep course with pass guarantee, certified instructors and exam voucher.",https://www.eventbrite.com/e/six-sigma-black-belt-course-with-exam-voucher-training-in-irvine-tickets-1375066704529,USD 1999.00
"career, professional",1407749489619,CAPM Pass Guarantee In-Person Training in Irvine,North America's Largest Training and Certification Provider,2025-07-28 02:00,"300 Spectrum Center Dr Suite 400, Irvine, CA, 92614, US","Guarantee to run in-person CAPM exam prep course with pass guarantee, certified instructors and official course materials.",https://www.eventbrite.com/e/capm-pass-guarantee-in-person-training-in-irvine-tickets-1407749489619,USD 1799.00
"career, professional",1270994571979,In-Person CISSP Exam Prep Course in San Diego,"Certification Planner, LLC",2025-07-28 09:00,"501 West Broadway, #suite 800, San Diego, CA, 92101, US",Certified Information System Security Professional (CISSP) Guaranteed to Run In-Person and Online Classes Every Week.,https://www.eventbrite.com/e/in-person-cissp-exam-prep-course-in-san-diego-tickets-1270994571979,USD 2499.00
